UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
219578,347700,3477,Aquinas College,Nashville,TN,www.aquinascollege.edu,www.aquinascollege.edu/admissions/finaid/index.php,0,2,2,11,0,0,0,0,0,0,0,0,0,30,420,520,370,440,NULL,NULL,470,405,NULL,23,27,21,28,19,25,NULL,NULL,25,25,22,NULL,1115,1115,0,0,0,0,0,0,0,0,0.0296,0,0,0,0,0,0,0.0178,0,0,0,0,0,0,0,0.0059,0,0,0,0,0,0,0,0,0,0,0,0.8698,0.0651,0.0118,0,486,0.7263,0.0782,0.037,0.037,0.0021,0.0082,0.0185,0.0267,0.0658,0.6214,1,NULL,26500,NULL,NULL,NULL,NULL,NULL,26799,27084,23680,30324,26111,0.3903,0.875,NULL,NULL,NULL,0.6853,0.5663,25312,281.0150896,0.784277879342,0.37734716981132,NULL,44400,0.77367204427719
219602,347800,3478,Austin Peay State University,Clarksville,TN,www.apsu.edu,www.apsu.edu/financialaid,0,3,1,12,0,0,0,0,0,0,0,0,0,NULL,430,540,430,560,NULL,NULL,485,495,NULL,19,24,17,23,19,25,NULL,NULL,22,20,22,NULL,1009,1009,0.0098,0,0,0,0.0519,0,0.0346,0,0.0652,0,0.0254,0.011,0,0,0.0242,0.2099,0,0.0329,0.0121,0,0,0.0484,0.0023,0,0.0288,0,0.0427,0.0559,0.0248,0.0456,0,0.0035,0,0,0.0358,0.0819,0.1315,0.0219,0,9271,0.6597,0.1913,0.0554,0.0146,0.004,0.0023,0.0455,0.0038,0.0234,0.2606,1,15478,NULL,13508,14972,17699,18811,18852,NULL,NULL,NULL,NULL,NULL,0.5384,0.6618,NULL,0.6069,NULL,0.5866,0.3501,25000,277.55125,0.645609756098,0.3603,NULL,34700,0.54101997613906
219639,3440300,34403,Baptist Memorial College of Health Sciences,Memphis,TN,www.bchs.edu,www.bchs.edu,0,3,2,11,0,0,0,0,0,0,0,0,0,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,27,22,27,18,25,9,11,25,25,22,10,1125,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1101,0.5767,0.3769,0.0054,0.02,0.0009,0,0.0109,0.0009,0.0082,0.5622,1,NULL,9425,NULL,NULL,NULL,NULL,NULL,6313,5058,9953,15514,14745,0.4765,0.7424,NULL,NULL,NULL,0.8121,0.5059,31424.5,348.876370225,0.834710743802,0.48352307692307,NULL,54900,0.84955751895904
219709,347900,3479,Belmont University,Nashville,TN,www.belmont.edu,belmont.studentaidcalculator.com/survey.aspx,0,3,2,11,0,0,0,0,0,0,0,0,0,42,540,640,530,630,NULL,NULL,590,580,NULL,24,29,24,31,23,28,NULL,NULL,27,28,26,NULL,1193,1193,0,0.0017,0,0.0009,0.0524,0.0472,0.0096,0,0.0183,0,0,0.0131,0,0,0.0271,0.0349,0,0.0297,0.0122,0,0.0122,0.0236,0.0192,0.0096,0.0105,0,0.0183,0,0.0114,0.0157,0,0,0,0,0.3598,0.1109,0.1528,0.0087,0,5465,0.8201,0.0401,0.0428,0.0161,0.0024,0.0004,0.0326,0.0082,0.0373,0.0655,1,NULL,32120,NULL,NULL,NULL,NULL,NULL,23423,27887,29395,32096,35216,0.1756,0.8333,NULL,NULL,NULL,0.6481,0.0848,23250,258.1226625,0.931686046512,0.67671798975672,NULL,39100,0.62557077407836
219718,348000,3480,Bethel University,McKenzie,TN,www.bethelu.edu/,www.bethelu.edu/fa_calc/,0,3,2,32,0,0,0,0,0,0,0,0,0,60,390,510,445,505,NULL,NULL,450,475,NULL,17,22,15,22,16,22,NULL,NULL,20,19,19,NULL,930,930,0,0,0,0,0,0,0,0,0.0369,0,0,0,0,0,0.0082,0.0342,0,0.0233,0.0041,0,0,0.0164,0.0027,0,0.0027,0,0.0137,0.2599,0.0137,0.0027,0,0,0,0,0.0109,0.0328,0.5226,0.015,0,5063,0.507,0.3701,0.0138,0.0051,0.0032,0.0012,0.0065,0.0122,0.0808,0.2157,1,NULL,17459,NULL,NULL,NULL,NULL,NULL,17998,16791,16825,16554,14389,0.607,0.5556,NULL,0.0882,NULL,0.7765,0.6778,25000,277.55125,0.59763681592,0.29521746987951,NULL,35200,0.63007682561874
219790,353600,3536,Bryan College-Dayton,Dayton,TN,www.bryan.edu,www.bryan.edu/aid_estimator,0,3,2,32,0,0,0,0,0,0,0,0,0,42,450,600,470,600,460,580,525,535,520,20,25,20,27,17,24,6,8,23,24,21,7,1053,1053,0,0,0,0,0.0383,0,0.007,0,0.0523,0,0,0.0035,0,0,0.0314,0.0139,0,0.0279,0.0035,0,0,0.0279,0.0035,0.0453,0,0,0.0418,0.0035,0,0.0279,0,0,0,0,0.0488,0,0.6167,0.007,0,1209,0.8619,0.0562,0.0149,0.0033,0.0017,0.0033,0.0165,0.0199,0.0223,0.0877,1,NULL,14928,NULL,NULL,NULL,NULL,NULL,10968,12549,16561,18181,18441,0.3395,0.7077,NULL,NULL,NULL,0.4577,0.309,18750,208.1634375,0.878938640133,0.55814976744186,NULL,35500,0.6282051205635
219806,348100,3481,Carson-Newman University,Jefferson City,TN,www.cn.edu,www.cn.edu/administration/financial-assistance/net-price-calculator,0,3,2,23,0,0,0,0,0,0,0,0,0,54,445,575,465,580,NULL,NULL,510,523,NULL,20,26,20,27,19,25,NULL,NULL,23,24,22,NULL,1064,1064,0,0,0,0,0.0395,0,0.0304,0,0.152,0,0,0,0.0517,0,0.0122,0.0091,0,0.0334,0.0122,0,0,0.0365,0.0456,0.003,0.0091,0,0.0669,0,0.0182,0.0213,0,0,0,0,0.0973,0.1793,0.1611,0.0213,0,1688,0.8395,0.0912,0.0142,0.0047,0.003,0.0006,0.0195,0.019,0.0083,0.0326,1,NULL,14549,NULL,NULL,NULL,NULL,NULL,11809,13162,15574,18119,17968,0.4113,0.6865,NULL,NULL,NULL,0.6586,0.0555,25500,283.102275,0.8,0.52408096330275,NULL,35400,0.53698223829269
219824,399800,3998,Chattanooga State Community College,Chattanooga,TN,www.chattanoogastate.edu,www.chattanoogastate.edu/financial/financial-aid/netpricecalculator/npcalc.htm,0,2,1,12,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0177,0,0.0109,0.0205,0.1173,0,0.0123,0.0205,0,0.2394,0,0,0,0,0,0,0,0,0,0.1473,0,0.0116,0.0082,0,0,0,0,0,0.0266,0.2967,0.0709,0,0,8224,0.7231,0.1768,0.0354,0.0135,0.0041,0.0007,0.0208,0.0023,0.0232,0.4812,1,8062,NULL,7605,7869,10398,11911,12372,NULL,NULL,NULL,NULL,NULL,0.4885,NULL,0.5187,NULL,0.4528,0.4425,0.4006,11815,131.17072075,0.46141837645,NULL,0.12665023696682,27700,0.46739554405212
219833,348200,3482,Christian Brothers University,Memphis,TN,www.cbu.edu,www.cbu.edu/admissions/netprice.html,0,3,2,11,0,0,0,0,0,0,0,0,0,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,27,20,26,21,29,NULL,NULL,24,23,25,NULL,1105,1105,0,0,0,0,0,0,0.027,0,0,0.1467,0,0,0,0,0.0309,0.0309,0,0.0965,0.0232,0,0,0,0.0116,0,0.0695,0,0.1544,0,0,0,0,0,0,0,0.0309,0.0772,0.251,0.0502,0,1156,0.4602,0.3166,0.0657,0.0657,0.0026,0.0009,0.0294,0.0467,0.0121,0.1194,1,NULL,6336,NULL,NULL,NULL,NULL,NULL,6032,4934,7089,6479,8310,0.4228,0.7778,NULL,1,NULL,0.6516,0.1721,27000,299.75535,0.774140752864,0.58166241496598,NULL,45300,0.67638486623764
219879,399900,3999,Cleveland State Community College,Cleveland,TN,www.clevelandstatecc.edu,www.clevelandstatecc.edu/npcalc.html,0,1,1,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,21,16,22,16,20,NULL,NULL,19,19,18,NULL,910,910,0,0,0,0,0,0,0.0048,0,0.001,0,0.0566,0,0.047,0,0,0.5643,0,0,0,0,0,0,0,0,0,0.0038,0,0.0643,0.0096,0,0.0038,0,0,0,0,0.1363,0.1084,0,0,2978,0.8341,0.0745,0.0386,0.0138,0.0044,0.0003,0.0158,0.0013,0.0171,0.3721,1,5321,NULL,4557,5339,7890,8476,NULL,NULL,NULL,NULL,NULL,NULL,0.4874,NULL,0.5324,NULL,0.3902,0.3517,0.3235,11362,126.1414921,0.541489361702,NULL,0.2114215588723,27300,0.46399056911468
219888,348300,3483,Columbia State Community College,Columbia,TN,www.columbiastate.edu,www.columbiastate.edu/IR/NetPriceCalc/NetPriceCalculator/npcalc.htm,0,2,1,32,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0.0072,0.0174,0,0.0429,0,0,0,0.0041,0,0,0.5716,0,0,0,0,0,0,0,0,0,0.0072,0,0.0082,0,0,0,0,0,0,0.0092,0.3037,0.0286,0,0,4317,0.8297,0.0827,0.0373,0.009,0.003,0.0007,0.0236,0.0032,0.0107,0.4827,1,6300,NULL,5023,6033,8310,10011,10428,NULL,NULL,NULL,NULL,NULL,0.429,NULL,0.5786,NULL,0.4048,0.2236,0.289,11000,122.12255,0.636741479634,NULL,0.2043455613577,28500,0.50597012042999
219949,348500,3485,Cumberland University,Lebanon,TN,www.cumberland.edu,www.cumberland.edu/admissions/financial-aid,0,3,2,31,0,0,0,0,0,0,0,0,0,NULL,420,540,430,530,420,530,480,480,475,19,23,19,24,17,23,8,12,21,22,20,10,986,986,0,0,0,0,0,0,0.0135,0,0.1216,0,0,0,0,0,0.0169,0.0304,0,0.0304,0.0034,0,0,0.0034,0,0,0,0,0.0304,0.027,0,0,0,0,0,0,0.0439,0.5473,0.1318,0,0,1198,0.6736,0.116,0.0284,0.0067,0.0033,0,0,0.0392,0.1327,0.1185,1,NULL,16593,NULL,NULL,NULL,NULL,NULL,14833,13260,18718,19350,19927,0.3976,0.6368,NULL,NULL,NULL,0.6097,0.2537,22143,245.83269315,0.772727272727,0.34084736842105,NULL,35000,0.60176992416381
219976,348600,3486,Lipscomb University,Nashville,TN,www.lipscomb.edu,www.lipscomb.edu/financialaid/Page/Index/10729,0,3,2,11,0,0,0,0,0,0,0,0,0,74,520,650,510,650,NULL,NULL,585,580,NULL,22,28,23,31,22,27,NULL,NULL,25,27,25,NULL,1149,1149,0,0.0038,0,0,0.0286,0,0.0324,0,0.1162,0.0343,0,0.0114,0.0267,0.0362,0.0324,0.0076,0,0.1181,0.0076,0,0.0019,0.0286,0.0019,0.0114,0.0057,0,0.0686,0,0.0457,0.0057,0,0,0,0,0.0476,0.0933,0.2171,0.0171,0,2874,0.7672,0.0769,0.0505,0.0268,0.0014,0,0.0153,0.0216,0.0404,0.1002,1,NULL,21797,NULL,NULL,NULL,NULL,NULL,17931,18142,20772,23997,25585,0.2854,0.7672,NULL,0,NULL,0.5766,0.146,22125,245.63285625,0.884946236559,0.60085,NULL,39000,0.67079645395278
220057,683500,6835,Dyersburg State Community College,Dyersburg,TN,www.dscc.edu,www.dscc.edu/paying%20for%20college/what%20it%20costs/net%20price%20calculator,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0368,0,0.0349,0,0,0,0.0533,0,0,0.6121,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.2243,0.0276,0,0,2362,0.7278,0.2172,0.0229,0.0047,0.0055,0.0004,0.0097,0.0008,0.011,0.4577,1,9402,NULL,8793,9010,10768,13410,13730,NULL,NULL,NULL,NULL,NULL,0.5219,NULL,0.4746,NULL,0.2986,0.2779,0.3097,8000,88.8164,0.503086419753,NULL,0.12745473025801,27600,0.44653466343879
220075,348700,3487,East Tennessee State University,Johnson City,TN,www.etsu.edu,www.etsu.edu/finaid/netpricecalc.aspx,0,3,1,13,0,0,0,0,0,0,0,0,0,NULL,440,550,450,550,NULL,NULL,495,500,NULL,19,25,19,25,17,24,NULL,NULL,22,22,21,NULL,1026,1026,0,0,0,0.0004,0.0315,0.019,0.0315,0,0.0445,0,0.0238,0.0095,0.0216,0,0.0246,0.0691,0,0.0333,0.0099,0,0,0.0575,0.0017,0,0.0246,0,0.0441,0.0424,0.0614,0.0398,0,0,0,0,0.0372,0.2329,0.1154,0.0242,0,11399,0.8495,0.0601,0.0199,0.0118,0.0033,0.0009,0.0242,0.0229,0.0074,0.1506,1,14941,NULL,12766,13824,17336,18301,18663,NULL,NULL,NULL,NULL,NULL,0.4367,0.6619,NULL,0.2955,NULL,0.5122,0.2441,20259,224.91643095,0.726868985936,0.41016457300275,NULL,34000,0.54726564884185
220181,349000,3490,Fisk University,Nashville,TN,www.fisk.edu,www.fisk.edu/netprice/npcalc.htm,0,3,2,11,1,0,0,0,0,0,0,0,0,NULL,420,430,430,440,420,430,425,435,425,17,18,16,17,16,17,NULL,NULL,18,17,17,NULL,854,854,0,0,0,0,0,0,0.0139,0,0.0556,0,0,0.0139,0,0,0.1667,0.0139,0,0.1667,0,0,0,0,0,0,0.0556,0,0.25,0,0,0.0417,0,0,0,0,0.0556,0,0.1389,0.0278,0,611,0.0082,0.8707,0.0131,0.0082,0,0,0.0147,0,0.0851,0.036,1,NULL,20875,NULL,NULL,NULL,NULL,NULL,20058,17554,26244,25335,25290,0.6206,0.7014,NULL,0,NULL,0.7098,0.0245,27500,305.306375,0.630177514793,0.53079170616113,NULL,33800,0.39743590354919
220206,3001800,30018,Welch College,Nashville,TN,WWW.Welch.EDU,www.fwbbc.edu/NetPriceCalculator/npcalc.htm,0,3,2,11,0,0,0,0,0,0,0,0,0,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0.2973,0,0,0,0,0,0,0.0541,0,0.0811,0,0,0,0,0,0.3784,0,0,0.0811,0,0,0,0,0,0,0,0,0,0.0811,0.027,0,270,0.8519,0.1037,0.0185,0.0074,0,0,0.0111,0.0074,0,0.1333,1,NULL,17016,NULL,NULL,NULL,NULL,NULL,16724,14817,17881,18100,18527,0.3987,0.7167,NULL,1,NULL,0.4937,0.2041,24375,270.61246875,0.707317073171,0.40909924242424,NULL,31200,0.42148759961128
220215,349200,3492,Freed-Hardeman University,Henderson,TN,www.fhu.edu,www.fhu.edu/admissions/tuition/FinancialAidEstimator,0,3,2,32,0,0,0,0,0,0,0,0,0,74,480,600,470,570,NULL,NULL,540,520,NULL,21,27,21,29,19,26,NULL,NULL,24,25,23,NULL,1098,1098,0,0,0,0,0.0533,0,0.01,0,0.02,0.0033,0,0.0033,0.0467,0,0.03,0,0,0.0967,0.02,0,0.1267,0.0767,0,0.1367,0.0067,0,0.0467,0.0533,0.0533,0,0,0,0,0,0.0567,0.0367,0.1033,0.02,0,1290,0.8775,0.0574,0.014,0.0023,0.0031,0,0.0171,0.0209,0.0078,0.0217,1,NULL,18905,NULL,NULL,NULL,NULL,NULL,16510,16982,20540,18575,21527,0.3423,0.7757,NULL,NULL,NULL,0.6225,0.0347,26950,299.2002475,0.808988764045,0.53972745625841,NULL,37000,0.59342914819717
220312,349400,3494,Hiwassee College,Madisonville,TN,www.hiwassee.edu,hiwassee.edu/netpricecalculator/npcalc.htm,1,2,2,41,0,0,0,0,0,0,0,0,0,71,265,315,295,325,NULL,NULL,290,310,NULL,16,20,14,20,15,19,NULL,NULL,18,17,17,NULL,863,863,0.0667,0.0222,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.0222,0,0.0222,0.0444,0.0222,0,0,0,0,0,0,0.2889,0.1111,0,0,222,0.8243,0.1081,0.027,0,0,0,0.0225,0.018,0,0.0676,1,NULL,15126,NULL,NULL,NULL,NULL,NULL,14055,15322,14580,17971,20670,0.416,0.7,NULL,0,NULL,0.4496,0.0577,11500,127.673575,0.57,0.16573342857142,NULL,25500,0.40606060624122
220400,493700,4937,Jackson State Community College,Jackson,TN,www.jscc.edu,www.jscc.edu/calculator/,0,2,1,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0358,0,0.0187,0,0.0156,0,0.0031,0,0,0.4541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4526,0.0202,0,0,3413,0.7372,0.1998,0.0193,0.0053,0.0021,0,0.017,0.0012,0.0182,0.414,1,8819,NULL,8504,9061,10378,12046,NULL,NULL,NULL,NULL,NULL,NULL,0.4874,NULL,0.4325,NULL,0.2742,0.0022,0.2651,PrivacySuppressed,PrivacySuppressed,NULL,NULL,0.14942022727272,27200,0.43376865983009
220464,885900,8859,John A Gupton College,Nashville,TN,www.guptoncollege.edu,www.guptoncollege.edu/netprice/npcalc.htm,0,2,2,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0.7459,0.2377,0,0.0082,0.0082,0,0,0,0,0.4098,1,NULL,12015,NULL,NULL,NULL,NULL,NULL,12599,8507,NULL,NULL,NULL,0.5725,NULL,0.5263,NULL,0.875,0.5725,0.5164,18672,207.2974776,0.645161290323,NULL,0.49334533333333,PrivacySuppressed,0.5492957830429
220473,349500,3495,Johnson University,Knoxville,TN,www.johnsonu.edu,www.johnsonu.edu/NetPriceCalculator/npcalc.htm,0,3,2,41,0,0,0,0,0,0,0,0,0,48,470,560,480,570,470,560,515,525,515,19,24,19,25,17,24,NULL,NULL,22,22,21,NULL,1022,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0.891,0.0206,0.0266,0.0036,0.0024,0.0012,0.0242,0.0266,0.0036,0.0545,1,NULL,13351,NULL,NULL,NULL,NULL,NULL,10333,11359,14637,17100,17823,0.4878,0.8045,NULL,0,NULL,0.601,0.1229,22620,251.128371,0.869822485207,0.60839708737864,NULL,29400,0.44642856717109
220516,349600,3496,King University,Bristol,TN,www.king.edu,npc.collegeboard.org/student/app/king,0,3,2,13,0,0,0,0,0,0,0,0,0,66,450,560,470,560,NULL,NULL,505,515,NULL,20,25,20,25,19,25,NULL,NULL,23,23,22,NULL,1039,1039,0,0,0,0,0.0091,0,0.0546,0,0.0152,0,0,0.0015,0,0,0.0106,0,0,0.0258,0.0137,0,0.0015,0.0076,0,0.0121,0.0015,0,0.0243,0.0015,0,0.0137,0,0,0,0,0.0106,0.4279,0.3612,0.0076,0,2121,0.8095,0.0556,0.0217,0.0057,0.0028,0,0.0146,0.0269,0.0632,0.0396,1,NULL,15532,NULL,NULL,NULL,NULL,NULL,12426,14699,16182,17687,19766,0.459,0.6869,NULL,NULL,NULL,0.6903,0.5002,20500,227.592025,0.853494623656,0.5038884318766,NULL,39700,0.68869936466217
220598,349900,3499,Lane College,Jackson,TN,www.lanecollege.edu,www.lanecollege.edu/lanepage2.asp?id=050002035,0,3,2,13,1,0,0,0,0,0,0,0,0,55,360,510,280,530,640,680,435,405,660,13,16,11,16,14,16,NULL,NULL,15,14,15,NULL,716,716,0,0,0,0,0.0783,0,0.0498,0,0.0854,0,0,0,0,0,0.0071,0,0,0.1637,0.032,0,0.153,0,0,0,0.0142,0,0,0.1388,0,0.1281,0,0,0,0,0.0071,0,0.1423,0,0,1554,0.0013,0.9987,0,0,0,0,0,0,0,0.0129,1,NULL,10823,NULL,NULL,NULL,NULL,NULL,10596,11754,11350,NULL,NULL,0.9246,0.4862,NULL,NULL,NULL,0.9312,0.0991,31478,349.4703299,0.172604908947,0.33015105566218,NULL,25000,0.30426716804504
220604,350100,3501,Le Moyne-Owen College,Memphis,TN,www.loc.edu,www.loc.edu/financial-aid/calculator/net-price-calculator-home.asp,0,3,2,11,1,0,0,0,0,0,0,0,0,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,17,12,18,15,16,5,8,16,15,16,7,760,760,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0.016,0,0,0.04,0,0,0,0,0,0,0.016,0,0,0.064,0.072,0.016,0,0,0,0,0.008,0,0.576,0,0,1009,0.003,0.9921,0.003,0.002,0,0,0,0,0,0.1308,1,NULL,12091,NULL,NULL,NULL,NULL,NULL,12000,12017,13112,13677,NULL,0.7616,0.4571,NULL,0.4286,NULL,0.8312,0.3558,PrivacySuppressed,PrivacySuppressed,0.256239600666,0.12569657142857,NULL,28300,0.36363637447357
220613,350000,3500,Lee University,Cleveland,TN,www.leeuniversity.edu,npc.collegeboard.org/student/app/lee,0,3,2,13,0,0,0,0,0,0,0,0,0,57,490,600,460,580,NULL,NULL,545,520,NULL,21,27,21,29,17,26,NULL,NULL,24,25,22,NULL,1094,1094,0,0,0,0,0.0863,0,0.0131,0,0.1974,0,0,0.0065,0,0,0.034,0.0078,0,0.0105,0.0183,0,0.0118,0.017,0.0118,0.183,0.0026,0,0.102,0,0,0.0444,0,0,0,0,0.0405,0.0889,0.0889,0.0353,0,4143,0.7847,0.0589,0.0403,0.0109,0.0046,0.0014,0.0046,0.0456,0.049,0.076,1,NULL,13104,NULL,NULL,NULL,NULL,NULL,11297,10319,13780,16113,15518,0.3926,0.7719,NULL,0.2857,NULL,0.5246,0.2105,28000,310.8574,0.768827766863,0.51101186440677,NULL,32400,0.50411713123321
220631,350200,3502,Lincoln Memorial University,Harrogate,TN,www.lmunet.edu,www.lmunet.edu/admissions/1st-yr-calc.shtml,0,3,2,33,0,0,0,0,0,0,0,0,0,NULL,480,500,500,540,NULL,NULL,490,520,NULL,19,27,19,26,17,23,NULL,NULL,23,23,20,NULL,1054,1054,0,0.0106,0,0,0.0043,0,0,0,0.0532,0,0,0,0,0,0.0191,0,0,0.0447,0.0106,0,0,0.0319,0.0021,0,0.0106,0,0.0128,0.0234,0.0213,0,0,0,0,0,0.0149,0.6149,0.0957,0.0298,0,1632,0.8388,0.0423,0.0214,0.0086,0.0012,0,0.0116,0.0239,0.0521,0.2813,1,NULL,9095,NULL,NULL,NULL,NULL,NULL,7094,8345,9559,12206,15173,0.5057,0.7436,NULL,0.4375,NULL,0.866,0.3228,18832,209.0738056,0.750961538462,0.51001202672605,NULL,37500,0.65089511871337
220701,350400,3504,Martin Methodist College,Pulaski,TN,www.martinmethodist.edu,mmcweb.martinmethodist.edu/mmcadmin/npc/npcalc.htm,0,3,2,32,0,0,0,0,0,0,0,0,0,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0222,0,0.1,0,0,0,0,0,0.0667,0.0611,0,0.1,0,0,0.0722,0.0333,0,0.0389,0,0,0.0444,0.05,0.0111,0,0,0,0,0,0,0.1611,0.2056,0.0333,0,1144,0.6731,0.0962,0.021,0,0.0052,0,0,0.0507,0.1538,0.1119,1,NULL,15276,NULL,NULL,NULL,NULL,NULL,13945,16781,18776,NULL,NULL,0.5588,0.5515,NULL,0.6667,NULL,0.6213,0.1853,22875,253.95939375,0.555555555556,0.38048170731707,NULL,29100,0.46084338426589
220710,350500,3505,Maryville College,Maryville,TN,www.maryvillecollege.edu,www.maryvillecollege.edu/admissions/finaid/net-price-calculator/,0,3,2,21,0,0,0,0,0,0,0,0,0,66,450,550,450,550,NULL,NULL,500,500,NULL,21,26,20,27,19,25,NULL,NULL,24,24,22,NULL,1068,1068,0,0.0287,0,0,0,0,0.0144,0,0.1053,0,0,0.0335,0,0,0.0909,0,0,0.1053,0.0239,0,0,0.0383,0.0431,0,0.0096,0,0.1148,0,0,0.0622,0,0,0,0,0.0861,0,0.177,0.067,0,1139,0.8156,0.072,0.0325,0.0114,0.0061,0.0018,0.0211,0.0369,0.0026,0.0061,1,NULL,14809,NULL,NULL,NULL,NULL,NULL,10644,13171,16706,18988,21179,0.4254,0.722,NULL,NULL,NULL,0.7045,0.0462,27000,299.75535,0.874031007752,0.54798211382113,NULL,36500,0.58375632762908
220808,350700,3507,Memphis College of Art,Memphis,TN,www.mca.edu,www.mca.edu/admissions/financial-aid/net-price-calculator/,0,3,2,11,0,0,0,0,0,0,0,0,0,NULL,500,620,410,530,NULL,NULL,560,470,NULL,19,25,19,26,16,23,NULL,NULL,22,23,20,NULL,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,367,0.6022,0.248,0.0654,0.0163,0.0027,0,0.0572,0.0054,0.0027,0.1144,1,NULL,20870,NULL,NULL,NULL,NULL,NULL,15491,21841,22134,23493,23315,0.5694,0.6912,NULL,NULL,NULL,0.7803,0.1141,31500,349.714575,0.585034013605,0.47406666666666,NULL,26700,0.34453782439231
